Section,Day,Time,TimeSlot,Subject,SubjectName,Teacher,TeacherName,Room,RoomType,ActivityType,Scheme,WeeklyHours,BlockLocation
SEC17,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-18,Multi-Purpose,Elective,A,2,campus-17-class
SEC17,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-18,Multi-Purpose,Elective,A,2,campus-17-class
SEC17,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-18,Multi-Purpose,Elective,A,2,campus-17-class
SEC17,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-18,Multi-Purpose,Elective,A,2,campus-17-class
SEC17,Mon,10:11,Mon_10_11,A010,"SY",T152,"Prof_CA",Block-B-Lab-01,Lab,LAB,A,1,b-wl-lab
SEC17,Mon,11:12,Mon_11_12,A003,"Eng.",T167,"Prof_CP",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Mon,12:01,Mon_12_01,A012,"Chem. Lab",T140,"Prof_BO",Block-B-Lab-03,Lab,LAB,A,1,b-wl-lab
SEC17,Mon,02:03,Mon_02_03,A006,"BEE",T167,"Prof_CP",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Mon,03:04,Mon_03_04,A004,"B. Etc.",T166,"Prof_CO",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Tue,10:11,Tue_10_11,A005,"E.Mech",T156,"Prof_CE",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Tue,11:12,Tue_11_12,A004,"B. Etc.",T169,"Prof_CR",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Tue,12:01,Tue_12_01,A002,"Chem",T152,"Prof_CA",Block-17-Room-18,Classroom,THEORY,A,3,campus-17-class
SEC17,Tue,02:03,Tue_02_03,A007,"  BEtc ./E.Mech. Lab",T137,"Prof_BL",Block-B-Lab-09,Lab,LAB,A,1,b-wl-lab
SEC17,Tue,03:04,Tue_03_04,A002,"Chem",T136,"Prof_BK",Block-17-Room-18,Classroom,THEORY,A,3,campus-17-class
SEC17,Wed,10:11,Wed_10_11,A001,"T&NM",T143,"Prof_BR",Block-17-Room-18,Classroom,THEORY,A,4,campus-17-class
SEC17,Wed,11:12,Wed_11_12,A011,"Comm. Lab",T196,"Prof_DS",Block-B-Lab-02,Lab,LAB,A,1,b-wl-lab
SEC17,Wed,12:01,Wed_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-18,Classroom,THEORY,A,4,campus-17-class
SEC17,Wed,02:03,Wed_02_03,A005,"E.Mech",T168,"Prof_CQ",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Wed,03:04,Wed_03_04,A003,"Eng.",T101,"Prof_B",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Thu,10:11,Thu_10_11,A001,"T&NM",T157,"Prof_CF",Block-17-Room-18,Classroom,THEORY,A,4,campus-17-class
SEC17,Thu,11:12,Thu_11_12,A008,"Engg. Lab",T123,"Prof_X",Block-B-Lab-07,Lab,LAB,A,1,b-wl-lab
SEC17,Thu,12:01,Thu_12_01,A006,"BEE",T138,"Prof_BM",Block-17-Room-18,Classroom,THEORY,A,2,campus-17-class
SEC17,Thu,02:03,Thu_02_03,A001,"T&NM",T130,"Prof_BE",Block-17-Room-18,Classroom,THEORY,A,4,campus-17-class
SEC17,Thu,03:04,Thu_03_04,A009,"Workshop",T140,"Prof_BO",Block-B-Lab-10,Lab,LAB,A,1,b-wl-lab
SEC17,Fri,10:11,Fri_10_11,A002,"Chem",T182,"Prof_DE",Block-17-Room-18,Classroom,THEORY,A,3,campus-17-class
SEC18,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-19,Multi-Purpose,Elective,A,2,campus-17-class
SEC18,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-19,Multi-Purpose,Elective,A,2,campus-17-class
SEC18,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-19,Multi-Purpose,Elective,A,2,campus-17-class
SEC18,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-19,Multi-Purpose,Elective,A,2,campus-17-class
SEC18,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-19,Multi-Purpose,Elective,A,2,campus-17-class
SEC18,Mon,10:11,Mon_10_11,A012,"Chem. Lab",T124,"Prof_Y",Block-C-Lab-01,Lab,LAB,A,1,c-wl-lab
SEC18,Mon,11:12,Mon_11_12,A008,"Engg. Lab",T104,"Prof_E",Block-C-Lab-02,Lab,LAB,A,1,c-wl-lab
SEC18,Mon,12:01,Mon_12_01,A002,"Chem",T152,"Prof_CA",Block-17-Room-19,Classroom,THEORY,A,3,campus-17-class
SEC18,Mon,02:03,Mon_02_03,A004,"B. Etc.",T159,"Prof_CH",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Mon,03:04,Mon_03_04,A011,"Comm. Lab",T197,"Prof_DT",Block-C-Lab-05,Lab,LAB,A,1,c-wl-lab
SEC18,Tue,10:11,Tue_10_11,A010,"SY",T173,"Prof_CV",Block-C-Lab-06,Lab,LAB,A,1,c-wl-lab
SEC18,Tue,11:12,Tue_11_12,A001,"T&NM",T130,"Prof_BE",Block-17-Room-19,Classroom,THEORY,A,4,campus-17-class
SEC18,Tue,12:01,Tue_12_01,A001,"T&NM",T192,"Prof_DO",Block-17-Room-19,Classroom,THEORY,A,4,campus-17-class
SEC18,Tue,02:03,Tue_02_03,A006,"BEE",T165,"Prof_CN",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Tue,03:04,Tue_03_04,A006,"BEE",T113,"Prof_N",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Wed,10:11,Wed_10_11,A007,"  BEtc ./E.Mech. Lab",T147,"Prof_BV",Block-C-Lab-01,Lab,LAB,A,1,c-wl-lab
SEC18,Wed,11:12,Wed_11_12,A002,"Chem",T152,"Prof_CA",Block-17-Room-19,Classroom,THEORY,A,3,campus-17-class
SEC18,Wed,12:01,Wed_12_01,A002,"Chem",T121,"Prof_V",Block-17-Room-19,Classroom,THEORY,A,3,campus-17-class
SEC18,Wed,02:03,Wed_02_03,A005,"E.Mech",T104,"Prof_E",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Wed,03:04,Wed_03_04,A001,"T&NM",T185,"Prof_DH",Block-17-Room-19,Classroom,THEORY,A,4,campus-17-class
SEC18,Thu,10:11,Thu_10_11,A004,"B. Etc.",T159,"Prof_CH",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Thu,11:12,Thu_11_12,A005,"E.Mech",T160,"Prof_CI",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Thu,12:01,Thu_12_01,A003,"Eng.",T184,"Prof_DG",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Thu,02:03,Thu_02_03,A003,"Eng.",T101,"Prof_B",Block-17-Room-19,Classroom,THEORY,A,2,campus-17-class
SEC18,Thu,03:04,Thu_03_04,A001,"T&NM",T185,"Prof_DH",Block-17-Room-19,Classroom,THEORY,A,4,campus-17-class
SEC18,Fri,10:11,Fri_10_11,A009,"Workshop",T110,"Prof_K",Block-C-Lab-01,Lab,LAB,A,1,c-wl-lab
SEC19,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-20,Multi-Purpose,Elective,A,2,campus-17-class
SEC19,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-20,Multi-Purpose,Elective,A,2,campus-17-class
SEC19,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-20,Multi-Purpose,Elective,A,2,campus-17-class
SEC19,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-20,Multi-Purpose,Elective,A,2,campus-17-class
SEC19,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-20,Multi-Purpose,Elective,A,2,campus-17-class
SEC19,Mon,10:11,Mon_10_11,A010,"SY",T163,"Prof_CL",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC19,Mon,11:12,Mon_11_12,A007,"  BEtc ./E.Mech. Lab",T122,"Prof_W",Block-LAB-Lab-02,Lab,LAB,A,1,lab-cam-3-lab
SEC19,Mon,12:01,Mon_12_01,A002,"Chem",T182,"Prof_DE",Block-17-Room-20,Classroom,THEORY,A,3,campus-17-class
SEC19,Mon,02:03,Mon_02_03,A004,"B. Etc.",T171,"Prof_CT",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Mon,03:04,Mon_03_04,A001,"T&NM",T157,"Prof_CF",Block-17-Room-20,Classroom,THEORY,A,4,campus-17-class
SEC19,Tue,10:11,Tue_10_11,A001,"T&NM",T157,"Prof_CF",Block-17-Room-20,Classroom,THEORY,A,4,campus-17-class
SEC19,Tue,11:12,Tue_11_12,A001,"T&NM",T157,"Prof_CF",Block-17-Room-20,Classroom,THEORY,A,4,campus-17-class
SEC19,Tue,12:01,Tue_12_01,A003,"Eng.",T114,"Prof_O",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Tue,02:03,Tue_02_03,A005,"E.Mech",T156,"Prof_CE",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Tue,03:04,Tue_03_04,A005,"E.Mech",T141,"Prof_BP",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Wed,10:11,Wed_10_11,A008,"Engg. Lab",T104,"Prof_E",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC19,Wed,11:12,Wed_11_12,A006,"BEE",T178,"Prof_DA",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Wed,12:01,Wed_12_01,A004,"B. Etc.",T127,"Prof_BB",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Wed,02:03,Wed_02_03,A002,"Chem",T198,"Prof_DU",Block-17-Room-20,Classroom,THEORY,A,3,campus-17-class
SEC19,Wed,03:04,Wed_03_04,A006,"BEE",T132,"Prof_BG",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Thu,10:11,Thu_10_11,A011,"Comm. Lab",T154,"Prof_CC",Block-LAB-Lab-06,Lab,LAB,A,1,lab-cam-3-lab
SEC19,Thu,11:12,Thu_11_12,A003,"Eng.",T191,"Prof_DN",Block-17-Room-20,Classroom,THEORY,A,2,campus-17-class
SEC19,Thu,12:01,Thu_12_01,A002,"Chem",T121,"Prof_V",Block-17-Room-20,Classroom,THEORY,A,3,campus-17-class
SEC19,Thu,02:03,Thu_02_03,A012,"Chem. Lab",T143,"Prof_BR",Block-LAB-Lab-09,Lab,LAB,A,1,lab-cam-3-lab
SEC19,Thu,03:04,Thu_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-20,Classroom,THEORY,A,4,campus-17-class
SEC19,Fri,10:11,Fri_10_11,A009,"Workshop",T124,"Prof_Y",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC20,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-01,Multi-Purpose,Elective,A,2,campus-17-class
SEC20,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-01,Multi-Purpose,Elective,A,2,campus-17-class
SEC20,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-01,Multi-Purpose,Elective,A,2,campus-17-class
SEC20,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-01,Multi-Purpose,Elective,A,2,campus-17-class
SEC20,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-01,Multi-Purpose,Elective,A,2,campus-17-class
SEC20,Mon,10:11,Mon_10_11,A001,"T&NM",T175,"Prof_CX",Block-17-Room-01,Classroom,THEORY,A,4,campus-17-class
SEC20,Mon,11:12,Mon_11_12,A001,"T&NM",T153,"Prof_CB",Block-17-Room-01,Classroom,THEORY,A,4,campus-17-class
SEC20,Mon,12:01,Mon_12_01,A005,"E.Mech",T131,"Prof_BF",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Mon,02:03,Mon_02_03,A011,"Comm. Lab",T196,"Prof_DS",Block-A-Lab-04,Lab,LAB,A,1,a-dl-lab
SEC20,Mon,03:04,Mon_03_04,A002,"Chem",T121,"Prof_V",Block-17-Room-01,Classroom,THEORY,A,3,campus-17-class
SEC20,Tue,10:11,Tue_10_11,A007,"  BEtc ./E.Mech. Lab",T137,"Prof_BL",Block-A-Lab-06,Lab,LAB,A,1,a-dl-lab
SEC20,Tue,11:12,Tue_11_12,A008,"Engg. Lab",T164,"Prof_CM",Block-A-Lab-07,Lab,LAB,A,1,a-dl-lab
SEC20,Tue,12:01,Tue_12_01,A010,"SY",T119,"Prof_T",Block-A-Lab-08,Lab,LAB,A,1,a-dl-lab
SEC20,Tue,02:03,Tue_02_03,A001,"T&NM",T181,"Prof_DD",Block-17-Room-01,Classroom,THEORY,A,4,campus-17-class
SEC20,Tue,03:04,Tue_03_04,A002,"Chem",T150,"Prof_BY",Block-17-Room-01,Classroom,THEORY,A,3,campus-17-class
SEC20,Wed,10:11,Wed_10_11,A003,"Eng.",T188,"Prof_DK",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Wed,11:12,Wed_11_12,A003,"Eng.",T170,"Prof_CS",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Wed,12:01,Wed_12_01,A005,"E.Mech",T145,"Prof_BT",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Wed,02:03,Wed_02_03,A004,"B. Etc.",T155,"Prof_CD",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Wed,03:04,Wed_03_04,A012,"Chem. Lab",T140,"Prof_BO",Block-A-Lab-05,Lab,LAB,A,1,a-dl-lab
SEC20,Thu,10:11,Thu_10_11,A004,"B. Etc.",T169,"Prof_CR",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Thu,11:12,Thu_11_12,A006,"BEE",T193,"Prof_DP",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC20,Thu,12:01,Thu_12_01,A002,"Chem",T145,"Prof_BT",Block-17-Room-01,Classroom,THEORY,A,3,campus-17-class
SEC20,Thu,02:03,Thu_02_03,A001,"T&NM",T153,"Prof_CB",Block-17-Room-01,Classroom,THEORY,A,4,campus-17-class
SEC20,Thu,03:04,Thu_03_04,A009,"Workshop",T172,"Prof_CU",Block-A-Lab-10,Lab,LAB,A,1,a-dl-lab
SEC20,Fri,10:11,Fri_10_11,A006,"BEE",T178,"Prof_DA",Block-17-Room-01,Classroom,THEORY,A,2,campus-17-class
SEC21,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-02,Multi-Purpose,Elective,A,2,campus-17-class
SEC21,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-02,Multi-Purpose,Elective,A,2,campus-17-class
SEC21,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-02,Multi-Purpose,Elective,A,2,campus-17-class
SEC21,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-02,Multi-Purpose,Elective,A,2,campus-17-class
SEC21,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-02,Multi-Purpose,Elective,A,2,campus-17-class
SEC21,Mon,10:11,Mon_10_11,A011,"Comm. Lab",T148,"Prof_BW",Block-B-Lab-01,Lab,LAB,A,1,b-wl-lab
SEC21,Mon,11:12,Mon_11_12,A003,"Eng.",T170,"Prof_CS",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Mon,12:01,Mon_12_01,A001,"T&NM",T158,"Prof_CG",Block-17-Room-02,Classroom,THEORY,A,4,campus-17-class
SEC21,Mon,02:03,Mon_02_03,A002,"Chem",T152,"Prof_CA",Block-17-Room-02,Classroom,THEORY,A,3,campus-17-class
SEC21,Mon,03:04,Mon_03_04,A006,"BEE",T102,"Prof_C",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Tue,10:11,Tue_10_11,A001,"T&NM",T162,"Prof_CK",Block-17-Room-02,Classroom,THEORY,A,4,campus-17-class
SEC21,Tue,11:12,Tue_11_12,A003,"Eng.",T146,"Prof_BU",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Tue,12:01,Tue_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-02,Classroom,THEORY,A,4,campus-17-class
SEC21,Tue,02:03,Tue_02_03,A002,"Chem",T100,"Prof_A",Block-17-Room-02,Classroom,THEORY,A,3,campus-17-class
SEC21,Tue,03:04,Tue_03_04,A004,"B. Etc.",T166,"Prof_CO",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Wed,10:11,Wed_10_11,A012,"Chem. Lab",T140,"Prof_BO",Block-B-Lab-01,Lab,LAB,A,1,b-wl-lab
SEC21,Wed,11:12,Wed_11_12,A001,"T&NM",T108,"Prof_I",Block-17-Room-02,Classroom,THEORY,A,4,campus-17-class
SEC21,Wed,12:01,Wed_12_01,A002,"Chem",T134,"Prof_BI",Block-17-Room-02,Classroom,THEORY,A,3,campus-17-class
SEC21,Wed,02:03,Wed_02_03,A009,"Workshop",T110,"Prof_K",Block-B-Lab-04,Lab,LAB,A,1,b-wl-lab
SEC21,Wed,03:04,Wed_03_04,A004,"B. Etc.",T159,"Prof_CH",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Thu,10:11,Thu_10_11,A005,"E.Mech",T144,"Prof_BS",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Thu,11:12,Thu_11_12,A008,"Engg. Lab",T182,"Prof_DE",Block-B-Lab-07,Lab,LAB,A,1,b-wl-lab
SEC21,Thu,12:01,Thu_12_01,A010,"SY",T164,"Prof_CM",Block-B-Lab-08,Lab,LAB,A,1,b-wl-lab
SEC21,Thu,02:03,Thu_02_03,A007,"  BEtc ./E.Mech. Lab",T151,"Prof_BZ",Block-B-Lab-09,Lab,LAB,A,1,b-wl-lab
SEC21,Thu,03:04,Thu_03_04,A005,"E.Mech",T160,"Prof_CI",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC21,Fri,10:11,Fri_10_11,A006,"BEE",T184,"Prof_DG",Block-17-Room-02,Classroom,THEORY,A,2,campus-17-class
SEC22,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-03,Multi-Purpose,Elective,A,2,campus-17-class
SEC22,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-03,Multi-Purpose,Elective,A,2,campus-17-class
SEC22,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-03,Multi-Purpose,Elective,A,2,campus-17-class
SEC22,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-03,Multi-Purpose,Elective,A,2,campus-17-class
SEC22,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-03,Multi-Purpose,Elective,A,2,campus-17-class
SEC22,Mon,10:11,Mon_10_11,A003,"Eng.",T146,"Prof_BU",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Mon,11:12,Mon_11_12,A008,"Engg. Lab",T104,"Prof_E",Block-C-Lab-02,Lab,LAB,A,1,c-wl-lab
SEC22,Mon,12:01,Mon_12_01,A002,"Chem",T190,"Prof_DM",Block-17-Room-03,Classroom,THEORY,A,3,campus-17-class
SEC22,Mon,02:03,Mon_02_03,A011,"Comm. Lab",T197,"Prof_DT",Block-C-Lab-04,Lab,LAB,A,1,c-wl-lab
SEC22,Mon,03:04,Mon_03_04,A010,"SY",T118,"Prof_S",Block-C-Lab-05,Lab,LAB,A,1,c-wl-lab
SEC22,Tue,10:11,Tue_10_11,A005,"E.Mech",T172,"Prof_CU",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Tue,11:12,Tue_11_12,A001,"T&NM",T161,"Prof_CJ",Block-17-Room-03,Classroom,THEORY,A,4,campus-17-class
SEC22,Tue,12:01,Tue_12_01,A001,"T&NM",T108,"Prof_I",Block-17-Room-03,Classroom,THEORY,A,4,campus-17-class
SEC22,Tue,02:03,Tue_02_03,A005,"E.Mech",T159,"Prof_CH",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Tue,03:04,Tue_03_04,A002,"Chem",T152,"Prof_CA",Block-17-Room-03,Classroom,THEORY,A,3,campus-17-class
SEC22,Wed,10:11,Wed_10_11,A007,"  BEtc ./E.Mech. Lab",T196,"Prof_DS",Block-C-Lab-01,Lab,LAB,A,1,c-wl-lab
SEC22,Wed,11:12,Wed_11_12,A003,"Eng.",T101,"Prof_B",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Wed,12:01,Wed_12_01,A002,"Chem",T135,"Prof_BJ",Block-17-Room-03,Classroom,THEORY,A,3,campus-17-class
SEC22,Wed,02:03,Wed_02_03,A004,"B. Etc.",T169,"Prof_CR",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Wed,03:04,Wed_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-03,Classroom,THEORY,A,4,campus-17-class
SEC22,Thu,10:11,Thu_10_11,A006,"BEE",T158,"Prof_CG",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Thu,11:12,Thu_11_12,A001,"T&NM",T108,"Prof_I",Block-17-Room-03,Classroom,THEORY,A,4,campus-17-class
SEC22,Thu,12:01,Thu_12_01,A009,"Workshop",T147,"Prof_BV",Block-C-Lab-08,Lab,LAB,A,1,c-wl-lab
SEC22,Thu,02:03,Thu_02_03,A012,"Chem. Lab",T158,"Prof_CG",Block-C-Lab-09,Lab,LAB,A,1,c-wl-lab
SEC22,Thu,03:04,Thu_03_04,A004,"B. Etc.",T169,"Prof_CR",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC22,Fri,10:11,Fri_10_11,A006,"BEE",T186,"Prof_DI",Block-17-Room-03,Classroom,THEORY,A,2,campus-17-class
SEC23,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-04,Multi-Purpose,Elective,A,2,campus-17-class
SEC23,Tue,09:10,Tue_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-04,Multi-Purpose,Elective,A,2,campus-17-class
SEC23,Wed,09:10,Wed_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-04,Multi-Purpose,Elective,A,2,campus-17-class
SEC23,Thu,09:10,Thu_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-04,Multi-Purpose,Elective,A,2,campus-17-class
SEC23,Fri,09:10,Fri_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-04,Multi-Purpose,Elective,A,2,campus-17-class
SEC23,Mon,10:11,Mon_10_11,A002,"Chem",T182,"Prof_DE",Block-17-Room-04,Classroom,THEORY,A,3,campus-17-class
SEC23,Mon,11:12,Mon_11_12,A011,"Comm. Lab",T148,"Prof_BW",Block-LAB-Lab-02,Lab,LAB,A,1,lab-cam-3-lab
SEC23,Mon,12:01,Mon_12_01,A004,"B. Etc.",T189,"Prof_DL",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Mon,02:03,Mon_02_03,A012,"Chem. Lab",T139,"Prof_BN",Block-LAB-Lab-04,Lab,LAB,A,1,lab-cam-3-lab
SEC23,Mon,03:04,Mon_03_04,A002,"Chem",T150,"Prof_BY",Block-17-Room-04,Classroom,THEORY,A,3,campus-17-class
SEC23,Tue,10:11,Tue_10_11,A007,"  BEtc ./E.Mech. Lab",T147,"Prof_BV",Block-LAB-Lab-06,Lab,LAB,A,1,lab-cam-3-lab
SEC23,Tue,11:12,Tue_11_12,A004,"B. Etc.",T195,"Prof_DR",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Tue,12:01,Tue_12_01,A006,"BEE",T111,"Prof_L",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Tue,02:03,Tue_02_03,A003,"Eng.",T184,"Prof_DG",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Tue,03:04,Tue_03_04,A001,"T&NM",T153,"Prof_CB",Block-17-Room-04,Classroom,THEORY,A,4,campus-17-class
SEC23,Wed,10:11,Wed_10_11,A002,"Chem",T100,"Prof_A",Block-17-Room-04,Classroom,THEORY,A,3,campus-17-class
SEC23,Wed,11:12,Wed_11_12,A001,"T&NM",T108,"Prof_I",Block-17-Room-04,Classroom,THEORY,A,4,campus-17-class
SEC23,Wed,12:01,Wed_12_01,A006,"BEE",T160,"Prof_CI",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Wed,02:03,Wed_02_03,A005,"E.Mech",T104,"Prof_E",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Wed,03:04,Wed_03_04,A003,"Eng.",T101,"Prof_B",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Thu,10:11,Thu_10_11,A008,"Engg. Lab",T179,"Prof_DB",Block-LAB-Lab-06,Lab,LAB,A,1,lab-cam-3-lab
SEC23,Thu,11:12,Thu_11_12,A005,"E.Mech",T168,"Prof_CQ",Block-17-Room-04,Classroom,THEORY,A,2,campus-17-class
SEC23,Thu,12:01,Thu_12_01,A001,"T&NM",T161,"Prof_CJ",Block-17-Room-04,Classroom,THEORY,A,4,campus-17-class
SEC23,Thu,02:03,Thu_02_03,A010,"SY",T118,"Prof_S",Block-LAB-Lab-09,Lab,LAB,A,1,lab-cam-3-lab
SEC23,Thu,03:04,Thu_03_04,A001,"T&NM",T108,"Prof_I",Block-17-Room-04,Classroom,THEORY,A,4,campus-17-class
SEC23,Fri,10:11,Fri_10_11,A009,"Workshop",T140,"Prof_BO",Block-LAB-Lab-01,Lab,LAB,A,1,lab-cam-3-lab
SEC24,Mon,09:10,Mon_09_10,ELECTIVE,"Elective",ELT_COORD_A,"Elective Coordinator A",Block-17-Multi-05,Multi-Purpose,Elective,A,2,campus-17-class
